account_id,customer_id,branch_id,account_type,account_number,balance,currency,opened_date,status
ACC00000333,CUST000290,BR021,credit,****7684,-5632.88,EUR,2025-08-01,active
ACC00000334,CUST000042,BR003,checking,****8543,38870.21,USD,2022-03-02,closed
ACC00000335,CUST000474,BR050,checking,****2348,15187.25,EUR,2025-01-02,active
ACC00000336,CUST000124,BR013,loan,****6772,-359055.32,USD,2020-11-13,active
ACC00000337,CUST000024,BR042,credit,****7478,-9445.68,USD,2019-07-02,active
ACC00000338,CUST000230,BR014,credit,****4069,-9607.25,USD,2021-12-27,active
ACC00000339,CUST000500,BR015,credit,****4527,-8690.41,EUR,2025-11-02,active
ACC00000340,CUST000314,BR029,loan,****9217,-61263.9,USD,2024-03-09,active
ACC00000341,CUST000210,BR011,savings,****4669,57394.22,EUR,2021-09-05,active
ACC00000342,CUST000207,BR002,credit,****8579,-898.55,USD,2022-12-09,active
ACC00000343,CUST000215,BR006,savings,****7888,107254.79,GBP,2021-04-03,active
ACC00000344,CUST000286,BR032,savings,****3287,52150.44,USD,2019-05-31,active
ACC00000345,CUST000280,BR018,loan,****3696,-352440.79,USD,2019-11-09,active
ACC00000346,CUST000082,BR032,savings,****8227,132838.54,EUR,2020-03-07,active
ACC00000347,CUST000239,BR033,credit,****5086,-7578.18,USD,2019-03-28,active
ACC00000348,CUST000229,BR026,credit,****7652,-8989.39,USD,2022-01-04,active
ACC00000349,CUST000073,BR017,savings,****8511,122058.84,USD,2025-12-15,active
ACC00000350,CUST000339,BR020,savings,****3294,32645.9,USD,2021-11-25,active
ACC00000351,CUST000034,BR018,loan,****9292,-240851.74,USD,2024-12-26,active
ACC00000352,CUST000339,BR047,savings,****8490,173995.75,USD,2023-03-24,dormant
ACC00000353,CUST000045,BR026,loan,****7461,-301213.73,USD,2018-11-08,dormant
ACC00000354,CUST000319,BR007,savings,****8831,161846.56,EUR,2021-07-26,active
ACC00000355,CUST000081,BR017,savings,****7194,44020.39,USD,2020-08-04,active
ACC00000356,CUST000139,BR037,loan,****9322,-454239.47,USD,2025-04-12,active
ACC00000357,CUST000356,BR011,credit,****1868,-6078.71,USD,2022-01-09,active
ACC00000358,CUST000388,BR023,savings,****7858,47250.44,USD,2023-09-30,active
ACC00000359,CUST000178,BR046,loan,****7266,-405334.57,EUR,2021-01-16,active
ACC00000360,CUST000332,BR001,loan,****1645,-310652.34,USD,2018-05-16,active
ACC00000361,CUST000058,BR002,loan,****8920,-12203.62,USD,2018-12-13,active
ACC00000362,CUST000360,BR020,checking,****2257,31510.62,USD,2019-06-03,active
ACC00000363,CUST000354,BR010,credit,****5293,-3140.74,USD,2021-01-14,active
ACC00000364,CUST000495,BR050,credit,****5110,-5744.43,USD,2018-12-22,active
ACC00000365,CUST000396,BR014,credit,****2420,-2798.4,EUR,2025-06-18,active
ACC00000366,CUST000011,BR017,credit,****1618,-4083.34,USD,2022-05-08,active
ACC00000367,CUST000083,BR028,loan,****3089,-84965.62,USD,2020-04-02,active
ACC00000368,CUST000117,BR020,checking,****5850,5171.26,USD,2025-04-27,active
ACC00000369,CUST000298,BR030,savings,****3974,125738.86,USD,2022-11-01,active
ACC00000370,CUST000031,BR027,credit,****5636,-4211.09,USD,2023-09-08,active
ACC00000371,CUST000411,BR025,loan,****5572,-483834.4,USD,2020-12-15,active
ACC00000372,CUST000121,BR023,credit,****4994,-8250.37,USD,2025-03-26,active
ACC00000373,CUST000499,BR032,credit,****8761,-2263.14,EUR,2022-04-08,active
ACC00000374,CUST000183,BR026,savings,****6809,157446.06,USD,2019-03-19,active
ACC00000375,CUST000014,BR026,credit,****6867,-6558.91,USD,2019-11-06,active
ACC00000376,CUST000026,BR047,savings,****3654,172079.59,USD,2024-05-06,active
ACC00000377,CUST000059,BR018,checking,****3860,37126.95,USD,2023-07-31,active
ACC00000378,CUST000034,BR037,credit,****8596,-6889.27,EUR,2023-06-16,active
ACC00000379,CUST000277,BR003,loan,****4176,-99620.68,USD,2025-08-03,active
ACC00000380,CUST000136,BR018,loan,****2452,-97021.2,USD,2022-12-21,active
ACC00000381,CUST000144,BR044,checking,****2022,9579.29,USD,2019-05-16,active
ACC00000382,CUST000079,BR022,savings,****8080,152739.02,EUR,2019-10-05,active
ACC00000383,CUST000436,BR016,checking,****6518,20340.29,USD,2018-11-16,active
ACC00000384,CUST000492,BR019,loan,****9595,-376538.95,USD,2022-04-06,active
ACC00000385,CUST000193,BR029,checking,****2363,13982.32,USD,2023-05-25,active
ACC00000386,CUST000149,BR013,credit,****1145,-3909.11,GBP,2025-02-20,active
ACC00000387,CUST000388,BR030,loan,****4830,-69820.88,USD,2020-04-24,active
ACC00000388,CUST000432,BR044,loan,****6995,-125227.67,USD,2023-01-14,active
ACC00000389,CUST000040,BR028,loan,****7450,-483046.03,USD,2025-02-23,active
ACC00000390,CUST000403,BR021,checking,****4558,2202.81,USD,2022-01-31,active
ACC00000391,CUST000482,BR010,loan,****5981,-317949.84,USD,2022-07-27,active
ACC00000392,CUST000442,BR047,loan,****5486,-47189.39,USD,2022-12-20,active
ACC00000393,CUST000165,BR022,checking,****1443,33822.54,USD,2025-11-20,active
ACC00000394,CUST000275,BR034,credit,****5514,-2113.56,USD,2022-03-03,active
ACC00000395,CUST000319,BR047,savings,****7102,97910.21,USD,2021-12-01,active
ACC00000396,CUST000470,BR011,loan,****8036,-122062.81,USD,2021-02-26,active
ACC00000397,CUST000190,BR019,credit,****8067,-5816.89,USD,2025-11-21,active
ACC00000398,CUST000161,BR005,credit,****4329,-1193.67,USD,2025-07-15,active
ACC00000399,CUST000233,BR003,loan,****2522,-253504.38,USD,2022-04-26,active
ACC00000400,CUST000061,BR004,checking,****9608,20751.55,USD,2019-08-19,active
ACC00000401,CUST000159,BR010,credit,****8611,-7108.84,USD,2023-09-27,active
ACC00000402,CUST000102,BR049,savings,****9372,51205.87,USD,2018-11-28,active
ACC00000403,CUST000378,BR004,checking,****7132,31726.73,USD,2020-05-29,active
ACC00000404,CUST000416,BR020,credit,****6978,-1249.68,USD,2020-11-02,active
ACC00000405,CUST000334,BR035,loan,****7408,-419771.29,USD,2022-06-04,dormant
ACC00000406,CUST000084,BR028,loan,****8721,-244062.6,USD,2025-07-04,active
ACC00000407,CUST000317,BR021,checking,****3850,29936.75,USD,2019-08-15,active
ACC00000408,CUST000448,BR015,checking,****3780,6986.31,USD,2019-12-09,active
ACC00000409,CUST000195,BR020,loan,****6743,-303930.05,USD,2024-10-09,active
ACC00000410,CUST000272,BR026,checking,****9672,22856.44,EUR,2021-04-09,active
ACC00000411,CUST000009,BR005,checking,****6459,25548.61,USD,2020-07-15,dormant
ACC00000412,CUST000376,BR035,checking,****4720,43600.81,USD,2023-12-02,active
ACC00000413,CUST000316,BR047,checking,****3517,47486.66,USD,2023-11-11,active
ACC00000414,CUST000282,BR048,credit,****7461,-1222.45,USD,2025-06-07,active
ACC00000415,CUST000026,BR008,checking,****1282,25326.69,EUR,2018-04-21,active
ACC00000416,CUST000077,BR006,loan,****8243,-249700.94,USD,2022-01-18,active
ACC00000417,CUST000142,BR014,loan,****3144,-27131.1,GBP,2021-07-23,active
ACC00000418,CUST000240,BR014,checking,****6031,49581.12,EUR,2022-08-23,dormant
ACC00000419,CUST000152,BR011,savings,****6419,195304.15,USD,2021-04-07,active
ACC00000420,CUST000493,BR005,checking,****1433,35581.47,EUR,2024-04-09,active
ACC00000421,CUST000088,BR034,credit,****3670,-6662.03,USD,2025-10-14,active
ACC00000422,CUST000496,BR001,loan,****4846,-178859.67,USD,2023-10-01,active
ACC00000423,CUST000195,BR024,savings,****9841,169903.14,USD,2020-07-09,active
ACC00000424,CUST000413,BR008,credit,****5079,-9536.94,USD,2023-11-10,active
ACC00000425,CUST000489,BR034,checking,****7606,29055.77,USD,2025-08-05,active
ACC00000426,CUST000459,BR038,savings,****5764,47729.95,USD,2022-01-15,active
ACC00000427,CUST000205,BR045,loan,****3296,-210583.92,EUR,2021-10-29,active
ACC00000428,CUST000254,BR024,savings,****1071,16438.17,USD,2025-05-20,active
ACC00000429,CUST000028,BR043,checking,****3315,38797.04,EUR,2022-10-16,active
ACC00000430,CUST000262,BR006,credit,****7669,-6934.11,USD,2022-04-21,active
ACC00000431,CUST000425,BR014,checking,****4711,28126.26,GBP,2025-04-21,active
ACC00000432,CUST000077,BR010,savings,****9369,18277.97,USD,2025-09-26,active
ACC00000433,CUST000451,BR032,checking,****7097,7887.01,GBP,2025-10-23,active
ACC00000434,CUST000088,BR023,credit,****7133,-9223.9,USD,2021-06-24,active
ACC00000435,CUST000363,BR023,credit,****5154,-9981.34,USD,2019-03-27,active
ACC00000436,CUST000250,BR014,checking,****6851,17397.65,USD,2024-12-03,active
ACC00000437,CUST000368,BR045,checking,****9951,10488.1,USD,2022-10-02,active
ACC00000438,CUST000220,BR034,savings,****6954,106903.41,USD,2025-11-23,active
ACC00000439,CUST000375,BR039,loan,****3244,-470352.35,EUR,2023-05-02,active
ACC00000440,CUST000436,BR033,savings,****8075,97529.79,EUR,2018-09-13,active
ACC00000441,CUST000236,BR040,credit,****4554,-2955.29,USD,2020-08-18,active
ACC00000442,CUST000377,BR016,loan,****2362,-39075.66,USD,2021-07-16,active
ACC00000443,CUST000357,BR046,credit,****8458,-7219.4,EUR,2021-08-24,active
ACC00000444,CUST000030,BR025,savings,****9123,141014.68,USD,2023-07-02,active
ACC00000445,CUST000475,BR014,checking,****1920,26009.0,USD,2018-07-03,active
ACC00000446,CUST000083,BR015,checking,****7217,5932.53,GBP,2019-10-08,active
ACC00000447,CUST000279,BR019,savings,****8665,20274.26,USD,2022-05-17,active
ACC00000448,CUST000082,BR026,loan,****3986,-419157.47,USD,2021-01-14,active
ACC00000449,CUST000112,BR018,savings,****3685,45436.48,USD,2023-03-09,active
ACC00000450,CUST000468,BR009,loan,****7512,-202485.11,USD,2020-01-14,active
ACC00000451,CUST000176,BR031,loan,****6361,-131984.34,USD,2020-07-22,active
ACC00000452,CUST000061,BR040,loan,****1611,-82180.32,USD,2022-10-09,active
ACC00000453,CUST000202,BR011,credit,****7272,-8057.39,USD,2019-10-17,active
ACC00000454,CUST000232,BR007,checking,****4785,12953.62,USD,2025-06-23,active
ACC00000455,CUST000169,BR016,loan,****5000,-350040.34,USD,2019-11-27,dormant
ACC00000456,CUST000344,BR007,credit,****1376,-9961.21,EUR,2022-09-25,active
ACC00000457,CUST000126,BR006,credit,****8825,-6733.95,EUR,2024-11-18,active
ACC00000458,CUST000365,BR005,loan,****6410,-34306.81,USD,2019-11-02,active
ACC00000459,CUST000454,BR048,loan,****8853,-280540.64,GBP,2019-05-12,active
ACC00000460,CUST000236,BR006,loan,****2121,-84762.08,GBP,2020-09-18,active
ACC00000461,CUST000216,BR046,checking,****4739,10058.02,USD,2020-04-30,active
ACC00000462,CUST000387,BR044,credit,****7517,-7135.93,USD,2020-01-01,active
ACC00000463,CUST000180,BR036,loan,****8140,-219605.13,EUR,2023-08-24,active
ACC00000464,CUST000095,BR030,savings,****8275,94332.44,EUR,2024-11-06,closed
ACC00000465,CUST000050,BR008,credit,****9425,-5940.41,EUR,2023-10-25,active
ACC00000466,CUST000484,BR011,checking,****8085,39230.09,USD,2020-07-12,dormant
ACC00000467,CUST000499,BR043,savings,****6635,4430.45,GBP,2024-04-13,active
ACC00000468,CUST000476,BR022,checking,****6047,17043.36,USD,2021-05-23,active
ACC00000469,CUST000410,BR041,savings,****8716,143429.83,USD,2025-09-07,active
ACC00000470,CUST000495,BR011,savings,****8012,150885.68,USD,2022-01-29,active
ACC00000471,CUST000069,BR046,savings,****6811,4044.84,USD,2025-01-21,active
ACC00000472,CUST000170,BR008,checking,****4993,29790.12,USD,2023-02-25,active
ACC00000473,CUST000462,BR022,checking,****3189,4249.18,USD,2023-08-27,active
ACC00000474,CUST000175,BR042,loan,****7548,-14431.43,USD,2019-12-27,active
ACC00000475,CUST000134,BR025,loan,****8936,-18688.91,EUR,2018-07-25,active
ACC00000476,CUST000176,BR026,checking,****7184,30753.16,USD,2025-10-07,active
ACC00000477,CUST000396,BR043,loan,****9918,-261888.49,USD,2022-04-02,active
ACC00000478,CUST000273,BR023,credit,****2376,-1439.85,USD,2025-11-23,active
ACC00000479,CUST000243,BR048,credit,****8525,-2854.28,USD,2024-11-18,active
ACC00000480,CUST000445,BR007,credit,****4897,-305.19,USD,2018-01-27,active
ACC00000481,CUST000497,BR028,savings,****1785,110756.36,EUR,2023-10-22,active
ACC00000482,CUST000075,BR006,loan,****4683,-395018.8,USD,2024-07-04,active
ACC00000483,CUST000153,BR006,checking,****6849,5529.2,USD,2023-03-14,active
ACC00000484,CUST000372,BR030,loan,****3686,-225974.66,USD,2024-01-01,active
ACC00000485,CUST000456,BR047,loan,****9574,-143717.29,USD,2022-08-07,active
ACC00000486,CUST000052,BR050,credit,****8960,-3873.96,USD,2019-09-30,active
ACC00000487,CUST000265,BR022,credit,****1960,-4988.14,USD,2024-06-20,active
ACC00000488,CUST000384,BR027,loan,****9225,-143101.78,USD,2020-03-26,active
ACC00000489,CUST000082,BR002,savings,****3091,129028.41,USD,2019-06-13,active
ACC00000490,CUST000492,BR019,checking,****6472,16613.68,USD,2022-06-16,active
ACC00000491,CUST000269,BR010,savings,****2160,47487.42,USD,2021-03-19,active
ACC00000492,CUST000025,BR042,credit,****2606,-2293.13,EUR,2022-06-15,active
ACC00000493,CUST000383,BR028,savings,****5239,182643.66,EUR,2025-03-25,active
ACC00000494,CUST000100,BR013,checking,****5505,17549.35,USD,2020-09-16,active
ACC00000495,CUST000486,BR033,credit,****5742,-2814.5,USD,2025-04-19,active
ACC00000496,CUST000442,BR048,checking,****4095,3791.55,GBP,2022-06-21,active
ACC00000497,CUST000368,BR029,checking,****4071,32145.75,USD,2022-10-24,active
ACC00000498,CUST000364,BR021,savings,****4693,26101.39,USD,2024-03-21,active
ACC00000499,CUST000348,BR028,credit,****9929,-4079.9,USD,2023-06-16,active
ACC00000500,CUST000096,BR050,credit,****7245,-4379.88,USD,2019-05-25,dormant
ACC00000501,CUST000150,BR028,checking,****7486,1117.79,GBP,2024-02-01,active
ACC00000502,CUST000391,BR049,checking,****4301,11977.16,GBP,2023-03-28,active
ACC00000503,CUST000137,BR049,savings,****7318,107698.59,USD,2018-05-01,active
ACC00000504,CUST000238,BR042,credit,****8569,-3366.62,USD,2022-01-13,active
ACC00000505,CUST000134,BR002,loan,****2343,-334423.78,GBP,2023-07-11,active
ACC00000506,CUST000130,BR037,credit,****1636,-8800.05,USD,2018-05-17,active
ACC00000507,CUST000261,BR013,checking,****4447,9184.38,EUR,2022-03-18,active
ACC00000508,CUST000133,BR001,checking,****4471,10681.94,EUR,2022-02-03,active
ACC00000509,CUST000203,BR022,loan,****3365,-249789.97,GBP,2021-10-22,active
ACC00000510,CUST000449,BR040,checking,****9615,22171.86,USD,2021-06-15,dormant
ACC00000511,CUST000170,BR040,savings,****1320,119820.19,EUR,2023-05-22,active
ACC00000512,CUST000328,BR048,savings,****2300,46728.96,USD,2018-09-09,active
ACC00000513,CUST000472,BR029,credit,****6555,-6852.29,EUR,2022-10-11,active
ACC00000514,CUST000445,BR031,credit,****8537,-6913.73,USD,2025-12-17,active
ACC00000515,CUST000434,BR007,credit,****8436,-6133.77,USD,2018-09-07,active
ACC00000516,CUST000383,BR001,savings,****9476,131279.17,USD,2019-03-23,active
ACC00000517,CUST000140,BR025,checking,****5249,9778.27,USD,2019-07-22,active
ACC00000518,CUST000092,BR022,savings,****4402,141611.0,USD,2022-07-23,active
ACC00000519,CUST000120,BR017,loan,****2210,-362203.35,USD,2021-05-26,active
ACC00000520,CUST000210,BR011,loan,****1034,-271886.78,USD,2024-01-25,active
ACC00000521,CUST000110,BR044,savings,****8665,126438.98,USD,2025-04-27,active
ACC00000522,CUST000206,BR026,loan,****5733,-477492.56,USD,2022-07-04,active
ACC00000523,CUST000476,BR043,loan,****6343,-158623.5,USD,2022-09-18,active
ACC00000524,CUST000345,BR030,checking,****7155,22362.41,USD,2020-02-20,active
ACC00000525,CUST000019,BR022,loan,****5989,-332834.45,USD,2022-02-20,dormant
ACC00000526,CUST000021,BR010,savings,****9991,6772.75,USD,2025-10-23,active
ACC00000527,CUST000042,BR044,checking,****7562,31589.89,GBP,2024-08-11,active
ACC00000528,CUST000298,BR049,checking,****6599,23236.36,EUR,2021-10-14,active
ACC00000529,CUST000023,BR038,savings,****2056,126998.5,USD,2024-06-19,active
ACC00000530,CUST000468,BR043,loan,****2469,-297962.42,EUR,2020-10-13,active
ACC00000531,CUST000489,BR025,savings,****6550,139983.96,USD,2018-10-07,active
ACC00000532,CUST000375,BR017,savings,****2373,8953.94,USD,2020-02-14,active
ACC00000533,CUST000419,BR035,credit,****6324,-2131.83,USD,2018-03-23,active
ACC00000534,CUST000084,BR016,credit,****9869,-358.98,USD,2024-12-29,active
ACC00000535,CUST000478,BR033,credit,****5988,-5162.5,USD,2019-12-16,active
ACC00000536,CUST000307,BR037,checking,****9165,17900.24,USD,2020-09-23,active
ACC00000537,CUST000035,BR002,loan,****4426,-199998.03,USD,2020-06-14,active
ACC00000538,CUST000446,BR041,checking,****6982,4060.72,USD,2023-06-05,active
ACC00000539,CUST000267,BR024,credit,****2341,-6272.42,USD,2025-08-10,active
ACC00000540,CUST000459,BR021,savings,****5019,159411.62,USD,2018-08-09,active
ACC00000541,CUST000174,BR023,loan,****1280,-222805.08,USD,2023-09-25,active
ACC00000542,CUST000452,BR023,savings,****8130,104393.1,USD,2025-09-10,active
ACC00000543,CUST000088,BR044,loan,****7065,-141532.94,EUR,2021-11-23,active
ACC00000544,CUST000058,BR008,loan,****8377,-491978.05,GBP,2020-01-31,active
ACC00000545,CUST000101,BR049,loan,****8641,-416275.88,EUR,2021-11-03,active
ACC00000546,CUST000049,BR045,loan,****5527,-420340.86,USD,2018-02-19,active
ACC00000547,CUST000445,BR018,credit,****8778,-2011.08,USD,2024-01-26,active
ACC00000548,CUST000118,BR047,loan,****7253,-175693.61,EUR,2020-06-14,active
ACC00000549,CUST000130,BR035,loan,****4910,-127658.2,USD,2023-06-01,active
ACC00000550,CUST000372,BR024,loan,****7480,-485824.66,USD,2019-04-06,active
ACC00000551,CUST000440,BR041,loan,****6524,-131336.65,USD,2018-02-25,active
ACC00000552,CUST000472,BR045,checking,****5690,14183.62,EUR,2023-02-11,closed
ACC00000553,CUST000332,BR009,savings,****2780,14097.28,USD,2019-07-03,active
ACC00000554,CUST000002,BR020,loan,****7441,-194506.86,USD,2021-12-27,active
ACC00000555,CUST000475,BR041,credit,****8448,-4096.88,USD,2021-05-11,dormant
ACC00000556,CUST000446,BR025,savings,****3573,79021.34,USD,2024-03-21,active
ACC00000557,CUST000496,BR041,savings,****4683,15610.48,USD,2024-08-19,closed
ACC00000558,CUST000239,BR043,loan,****4384,-54837.83,USD,2021-11-19,active
ACC00000559,CUST000380,BR038,credit,****1419,-1171.92,USD,2018-06-16,active
ACC00000560,CUST000291,BR012,credit,****2548,-2926.46,EUR,2023-09-16,active
ACC00000561,CUST000006,BR037,credit,****5865,-6088.2,USD,2022-06-03,active
ACC00000562,CUST000064,BR026,credit,****5271,-7234.38,USD,2019-10-02,active
ACC00000563,CUST000316,BR038,loan,****8947,-269199.62,USD,2020-02-25,active
ACC00000564,CUST000142,BR013,credit,****8527,-3435.31,USD,2023-10-28,active
ACC00000565,CUST000290,BR027,savings,****4510,31959.74,USD,2021-03-19,active
ACC00000566,CUST000202,BR042,credit,****5530,-9945.88,EUR,2023-07-21,active
ACC00000567,CUST000357,BR015,loan,****3239,-457544.99,USD,2022-12-25,active
ACC00000568,CUST000093,BR041,loan,****9880,-127362.05,USD,2019-09-18,active
ACC00000569,CUST000201,BR004,credit,****4265,-1381.89,USD,2019-09-14,active
ACC00000570,CUST000224,BR006,loan,****3521,-237605.92,USD,2022-01-03,active
ACC00000571,CUST000011,BR025,credit,****1803,-7937.47,USD,2019-04-23,active
ACC00000572,CUST000046,BR022,checking,****9527,1531.13,USD,2022-08-07,active
ACC00000573,CUST000004,BR022,checking,****4843,24937.29,EUR,2024-08-20,active
ACC00000574,CUST000375,BR009,savings,****5999,98717.11,USD,2021-12-19,active
ACC00000575,CUST000041,BR012,savings,****9800,125860.51,USD,2021-09-28,active
ACC00000576,CUST000170,BR013,credit,****6681,-4728.04,EUR,2020-01-13,dormant
ACC00000577,CUST000144,BR039,savings,****1013,24900.0,USD,2021-10-22,active
ACC00000578,CUST000059,BR049,savings,****1638,63764.7,USD,2020-05-24,active
ACC00000579,CUST000248,BR028,savings,****4862,128259.02,USD,2018-07-03,active
ACC00000580,CUST000358,BR007,checking,****3410,16936.22,EUR,2025-06-26,active
ACC00000581,CUST000287,BR017,savings,****9798,126746.97,EUR,2021-05-07,active
ACC00000582,CUST000175,BR043,savings,****9919,126317.99,USD,2025-09-22,active
ACC00000583,CUST000195,BR022,checking,****6430,8341.0,USD,2024-02-24,active
ACC00000584,CUST000171,BR041,credit,****2597,-7970.96,EUR,2025-07-05,active
ACC00000585,CUST000354,BR029,checking,****1562,16551.85,USD,2022-10-24,active
ACC00000586,CUST000447,BR047,checking,****9591,33658.57,USD,2020-02-05,active
ACC00000587,CUST000498,BR021,credit,****8393,-7991.71,USD,2021-12-22,active
ACC00000588,CUST000104,BR022,loan,****4078,-372818.06,EUR,2023-02-28,active
ACC00000589,CUST000343,BR047,credit,****8759,-2476.95,USD,2020-03-30,active
ACC00000590,CUST000274,BR048,savings,****8979,33040.36,EUR,2021-08-29,active
ACC00000591,CUST000375,BR017,checking,****4668,47726.95,USD,2018-12-30,active
ACC00000592,CUST000032,BR014,savings,****4512,183739.96,USD,2019-01-29,active
ACC00000593,CUST000232,BR042,loan,****5269,-198007.96,USD,2019-12-05,active
ACC00000594,CUST000083,BR006,loan,****4213,-268138.59,EUR,2021-12-11,active
ACC00000595,CUST000009,BR036,loan,****5985,-91653.35,USD,2024-03-13,active
ACC00000596,CUST000419,BR014,loan,****7133,-113814.6,USD,2023-08-15,active
ACC00000597,CUST000246,BR023,savings,****2814,33472.61,EUR,2024-08-08,active
ACC00000598,CUST000465,BR023,checking,****3289,33243.11,USD,2019-06-06,active
ACC00000599,CUST000438,BR044,loan,****5659,-109698.69,USD,2023-10-03,active
ACC00000600,CUST000103,BR031,loan,****6478,-152306.96,USD,2021-08-11,active
ACC00000601,CUST000121,BR008,credit,****3873,-1773.54,USD,2021-01-12,active
ACC00000602,CUST000286,BR025,loan,****6382,-26503.56,USD,2020-03-22,active
ACC00000603,CUST000187,BR024,loan,****1676,-201843.61,USD,2024-06-17,active
ACC00000604,CUST000261,BR043,checking,****3285,27408.06,USD,2019-03-29,active
ACC00000605,CUST000322,BR004,checking,****7475,24546.32,USD,2022-05-21,active
ACC00000606,CUST000312,BR026,credit,****5927,-880.84,USD,2025-05-17,active
ACC00000607,CUST000119,BR016,credit,****7223,-5889.3,USD,2018-02-01,active
ACC00000608,CUST000197,BR021,savings,****6424,117512.55,USD,2024-03-11,active
ACC00000609,CUST000430,BR018,credit,****2636,-3809.22,USD,2023-03-12,active
ACC00000610,CUST000297,BR034,loan,****2970,-93002.32,USD,2025-01-04,active
ACC00000611,CUST000310,BR018,credit,****9683,-8766.69,USD,2019-01-03,active
ACC00000612,CUST000184,BR045,loan,****4170,-210955.29,USD,2023-06-03,active
ACC00000613,CUST000322,BR048,loan,****4514,-398960.66,USD,2024-05-07,active
ACC00000614,CUST000113,BR023,checking,****1214,15503.89,USD,2024-10-24,active
ACC00000615,CUST000134,BR025,credit,****6593,-6170.28,USD,2024-03-12,active
ACC00000616,CUST000115,BR027,credit,****1772,-3527.65,USD,2022-02-17,active
ACC00000617,CUST000417,BR035,credit,****7182,-8341.24,USD,2019-02-20,active
ACC00000618,CUST000493,BR046,loan,****5464,-183644.31,USD,2020-12-19,active
ACC00000619,CUST000358,BR046,loan,****2083,-411361.71,USD,2023-12-25,active
ACC00000620,CUST000146,BR009,checking,****8121,15363.55,USD,2022-09-08,active
ACC00000621,CUST000371,BR019,loan,****8744,-447062.77,USD,2025-02-27,active
ACC00000622,CUST000189,BR015,savings,****9826,88576.2,USD,2023-10-05,active
ACC00000623,CUST000478,BR003,loan,****4960,-324605.83,GBP,2025-11-18,closed
ACC00000624,CUST000474,BR002,checking,****1429,1686.31,GBP,2023-05-14,active
ACC00000625,CUST000317,BR029,checking,****6499,10402.29,EUR,2021-03-21,active
ACC00000626,CUST000128,BR009,loan,****1255,-476734.38,USD,2022-02-02,active
ACC00000627,CUST000069,BR006,loan,****4864,-50310.87,EUR,2018-05-30,active
ACC00000628,CUST000282,BR010,loan,****1491,-195001.23,USD,2018-02-24,active
ACC00000629,CUST000132,BR011,credit,****1588,-4709.96,USD,2022-07-03,closed
ACC00000630,CUST000046,BR029,loan,****4383,-179462.36,USD,2020-02-08,active
ACC00000631,CUST000108,BR033,credit,****3087,-981.19,EUR,2020-11-24,active
ACC00000632,CUST000188,BR048,credit,****9939,-341.22,USD,2018-07-15,active
ACC00000633,CUST000443,BR049,savings,****6747,195791.01,USD,2025-01-22,active
ACC00000634,CUST000294,BR015,savings,****4670,59983.09,USD,2019-01-07,active
ACC00000635,CUST000258,BR045,loan,****7731,-309449.83,USD,2025-09-20,active
ACC00000636,CUST000091,BR019,savings,****6576,64621.13,USD,2020-02-03,active
ACC00000637,CUST000366,BR050,credit,****1229,-9737.4,USD,2019-02-14,active
ACC00000638,CUST000102,BR020,savings,****3289,187702.83,USD,2024-03-18,active
ACC00000639,CUST000038,BR006,checking,****6617,36601.33,USD,2023-07-16,active
ACC00000640,CUST000431,BR014,savings,****2102,109392.6,USD,2020-05-05,active
ACC00000641,CUST000051,BR033,credit,****3948,-2177.2,USD,2024-11-18,active
ACC00000642,CUST000400,BR008,credit,****9782,-4392.55,USD,2025-11-17,active
ACC00000643,CUST000070,BR042,savings,****5881,65209.47,USD,2023-07-10,active
ACC00000644,CUST000300,BR048,savings,****7190,120493.4,USD,2018-04-09,active
ACC00000645,CUST000181,BR004,savings,****9897,78107.13,USD,2020-01-01,active
ACC00000646,CUST000253,BR048,savings,****8064,120822.77,USD,2019-01-15,active
ACC00000647,CUST000190,BR018,checking,****2877,37476.34,USD,2021-10-19,active
ACC00000648,CUST000461,BR030,savings,****8632,26089.23,USD,2025-12-28,active
ACC00000649,CUST000256,BR029,loan,****8817,-345964.28,USD,2025-06-19,active
ACC00000650,CUST000044,BR027,savings,****6559,132683.9,USD,2024-05-03,active
ACC00000651,CUST000378,BR028,checking,****6208,183.38,USD,2023-06-03,active
ACC00000652,CUST000128,BR038,checking,****7826,13590.0,USD,2022-01-31,active
ACC00000653,CUST000060,BR049,savings,****3382,64412.94,USD,2020-11-21,dormant
ACC00000654,CUST000161,BR008,loan,****8368,-432444.33,GBP,2023-02-10,active
ACC00000655,CUST000145,BR003,loan,****8603,-36629.69,EUR,2024-07-01,active
ACC00000656,CUST000277,BR048,loan,****5108,-453286.28,USD,2025-05-04,active
ACC00000657,CUST000195,BR040,loan,****5992,-454282.41,USD,2018-09-06,active
ACC00000658,CUST000453,BR005,credit,****4198,-7903.54,USD,2022-04-07,active
ACC00000659,CUST000441,BR025,loan,****9144,-133832.26,USD,2023-06-17,active
ACC00000660,CUST000064,BR032,checking,****4896,2401.57,USD,2019-05-09,active
ACC00000661,CUST000227,BR010,checking,****5795,47418.94,USD,2019-05-22,active
ACC00000662,CUST000362,BR010,credit,****8929,-6118.43,USD,2020-05-21,active
ACC00000663,CUST000495,BR033,loan,****1910,-346228.41,USD,2023-01-07,active
ACC00000664,CUST000092,BR009,checking,****6501,24553.56,GBP,2021-02-02,active
ACC00000665,CUST000415,BR013,loan,****9597,-348136.86,USD,2019-05-09,active
